title,node nr.,author,stadtbezirk,year,thema,wirkung,rank,status,desc,umsetzung,score_wenigergut,score_gut,ergebnis_haushaltsberatungen,stellungnahme_verwaltung,bezirksbeiratshinweis,gemeinderat_prueft,path,topic
Durchgangsverkehr von Norden nach Osten optimieren,50043,Bayernfan,"
        Stuttgart (gesamt)      ",2019.0,Straßenbau,Ausgabe,1678.0,,"Um den Durchgangsverkehr von Norden nach Osten zu verflüssigen und aus der Innenstadt herauszunehmen ist langfristig ein geschlossener Autobahnring zu schaffen. In ökologisch besonders sensiblen Abschnitten ist eine Tunnellösung zu realisieren. Kurzfristig ist unbedingt der Nord-Ost-Ring zu realisieren, zum Teil mit Tunnelführungen.",,-160,296,,,,,source_files/buergerhaushalt_12.html,Verkehr
Forst- und Wegschäden durch Mountainbiker beseitigen,50816,iFisch,"
        Stuttgart (gesamt)      ",2019.0,Weitere,Ausgabe,1679.0,,"In mehreren Stadtbezirken, insbesondere jedoch in Stuttgart-Süd im Bereich Heslacher Wand, Kaltental, Dachswald finden sich diverse ""illegale"" Mountainbiketrails. Davon abgesehen, dass der Wald durch die Downhiller erheblich beschädigt wird, werden zunehmend auch kleine Fußgängerwege als Piste genutzt.Die Schäden sind nicht zu übersehen und viele Pfade können nur noch ein eingeschränkt begangen werden. Falls sich jemand ein Bild von der Situation machen möchte, ist an dieser Stelle beispielhaft der Bereich um den Spielplatz in der Ziegelklinge zu nennen. Teile des bekannten  Rundwanderwegs ""Blaustrümpflerweg"" sind offensichtlich mehr Trail als Weg und von Furchen durchzogen.Es wäre wünschenswert, dass die Verwaltung Mittel zur Verfügung stellt, mit denen verschiedene Maßnahmen realisiert werden könnten, bspw.- Beseitigung der Beschädigungen, welche durch die Mountainbiker verursacht wurden (Wald und Wege)- Ergreifen von Maßnahmen um zu verhindern, dass weiterhin illegale Trails errichtet werden- Förderung der Freizeitaktivität Mountainbiking durch weiteren Ausbau offizieller Abfahrten.Stuttgart möchte Fahrradstadt werden und auch als solche wahrgenommen werden. Damit es zu keiner Spaltung der Bevölkerung in Radfahrer / Nicht-Radfahrer kommt, sollten die Interessen der Radfahrer berücksichtigt werden, gleichzeitig aber auch die damit verbundenen negativen Aspekte minimiert werden.Damit man eine Idee der Problematik bekommt, habe ich hier ein paar Bilder hochgeladen:https://postimg.cc/gallery/1fk8plbla/Vor Ort stellt sich die Situation deutlich schlimmer dar, als die Bilder es vermitteln.Ein Video zu einem solchen Trail in Heslach:https://youtu.be/m5QzLWasB2g",,-162,296,,,,,source_files/buergerhaushalt_12.html,"Grünflächen, Wald, Friedhöfe"
"Bessere Luft bzw. Messung - Filteranlagen in Kitas, Kindergärten, Schulen einbauen",52678,telefonisch ein...,"
        Stuttgart (gesamt)      ",2019.0,"Feinstaub, Luft",Ausgabe,1680.0,,"Die Luft in manchen Kitas, Kindergärten und Schulen (im Innen- und Außenbereich..) an viel befahrenen Straßen in ganz Stuttgart ist sehr schlecht. An manchen Tagen und in manchen Ortsteilen in Stuttgart ist ein Luftaustausch fast nicht möglich. Es sollten dort im Innen- wie im Außenbereich viel mehr Messungen stattfinden und dementsprechend Filteranlagen, Luftreinigungsgeräte (die auch vom Gesundheitsamt geprüft und genehmigt sind...) installiert werden und auch die Beantragung, Genehmigung u.ä. viel besser von der Stadt Stuttgart unterstützt werden, um der starken Luftverschmutzung entgegenzuwirken. Vielen Dank.",,-162,296,,,,,source_files/buergerhaushalt_12.html,"Energie, Umwelt"
Johannesstraße zur Flaniermeile umgestalten,52223,axelbpunkt,"
        Stuttgart-West      ",2019.0,Straßengestaltung,Ausgabe,1681.0,,"Die Johannesstraße zwischen Amtsgericht und Feuersee eignet sich als breite Allee prima für einen Umbau zur Flaniermeile. Über weite Strecken ist die Straßenmitte ein Hügel, zudem sind die Gehwege sehr breit. Wenn man die aktuelle Straßendecke etwas anheben würde, wäre Platz für eine Straße und Parkplätze im Untergeschoss. Zufahrten könnten am Rande der breiten Straßen Rosenbergstr.,  Breitscheidstr. und Gutenbergstr. erfolgen. Auf der so entstandenen verkehrsarmen Fläche käme die Allee wunderbar zur Geltung. Ein Bächlein (Amtsgericht bis Breitscheidstraße) könnte die Kinder erfreuen und die Hitze im Sommer reduzieren. Mehr Grünflächen, Spielplätze und Sportflächen wären ebenfalls möglich. Die Buslinie 41 könnte mitflanieren, da deren Geschwindigkeit in der Johannesstr. gering ist. Würden die Parkplätze marktgerecht vermietet, könnten die Ausgaben zumindest teilweise gedeckt werden.",,-174,296,,,,,source_files/buergerhaushalt_12.html,"Stadtplanung, Städtebau"
Marienplatz Sonnenschirme und Liegestuhl-Verleih einführen,51138,Kesselkind,"
        Stuttgart-Süd      ",2019.0,Plätze,Einnahme,1682.0,,Sommer-Sonne-Schatten? Sonnenschirm und Liegestuhl Verleihstation auf dem Marienplatz.,,-221,296,,,,,source_files/buergerhaushalt_12.html,"Stadtplanung, Städtebau"
Beendigung der Nachverdichtung Stuttgarts,50326,gulibert,"
        Stuttgart (gesamt)      ",2019.0,"Wohnungsbau, Wohnen",kostenneutral,1683.0,,"Die Nachverdichtung innerhalb des Stadtgebietes hat sein Limit erreicht! Es geht nicht, die Bürger so eng zusammen zu pferchen, dass man einander gegenseitig auf den Balkonen in den Suppenteller spucken könnte. Man braucht Raum zum leben, Raum das Auge schweifen zu lassen, darf nicht zu eng aufeinander hocken! Es ist dringend notwendig, endlich einige der Grünflächen an den Außengrenzen des Stadtgebiets als Bauland freizugeben!! Nur so kann man etwas gegen den Wohnungsmangel (und auch etwas gegen die horrenden Immobilienpreise) tun! Es werden trotzdem noch genügend Grünflächen und Erholungsraum übrig bleiben. Wichtig wäre es für die Politiker, an ihre Bürger - vor allem an FAMILIEN und sozial Schwächere - zu denken - wobei Familien heutzutage oft schon zu den sozial Schwächeren gehören! - und alles zu tun, um ihnen zu helfen, ein schönes und bezahlbares Zuhause zu finden!! An solchen Umsetzungen wird der wahre Wille der Politiker gemessen werden!",,-236,296,,,,,source_files/buergerhaushalt_12.html,"Wohnungsbau, Wohnen"
Kostenlosen ÖPNV für KFZ-Steuer-Zahler einführen,51284,Bobby,"
        Stuttgart-Mitte      ",2019.0,"Tarife, Tickets",Ausgabe,1684.0,,"Alle, die KFZ-Steuer bezahlen, sollen mit öffentlichem Nahverkehr kostenlos fahren dürfen, wenn im Gegenzug die Stuttgarter City für den privaten Individuellen PKW-Verkehr gesperrt wird. Man könnte z.B. die Zone 10 für den Privat-Verkehr sperren. Das ist zwar ein bischen ungerecht gegenüber denen, die keine KFZ-Steuer bezahlen, weil sie kein Auto haben. Aber dafür hätten wir saubere Luft und eine schönere City.",,-398,296,,,,,source_files/buergerhaushalt_12.html,"Busse, Bahnen (ÖPNV)"
Grüner Pfeil: Verkehrsfluss verbessern an der Ampel-Kreuzung Kurt-Schumacher-Strasse / Schelmenwasen,53440,B.V. Fasan,"
        Möhringen      ",2019.0,Verkehrsschilder,Ausgabe,1685.0,,Zur Verbesserung des abfließnden Verkehrs sollte ein Grüner Pfeil für Rechtsabbieger instaliert werden (aus Richtung Fasanenhof kommend),,-48,295,,,,,source_files/buergerhaushalt_12.html,Verkehr
Neuer Standort für Untertürkheimer Feuerwehrhaus erforderlich,51635,Abteilungskomma...,"
        Untertürkheim      ",2019.0,Weitere,Ausgabe,1686.0,,"Nach der gescheiterten Standortsuche an der Augsburger Straße – wegen zu großer Anwohnerbelastung durch Lärm (TA Lärm) - soll die Stadtverwaltung beauftragt werden, im Stadtbezirk Untertürkheim ein geeignetes Gelände für einen Neubau zu finden, das alle Anforderungen eines Feuerwehrhauses erfüllt.Das derzeitige Feuerwehrgebäude befindet sich seit 115 Jahren in einem ehemalige Keltergebäude aus dem 18. Jahrhundert. Es gibt nur eine Dusche für 45 Feuerwehrangehörige. Die Fahrzeughalle entspricht keiner der aktuellen Unfallverhütungsvorschriften.Die offenen Umkleidespinde für Frauen und Männer stehen direkt hinter den Fahrzeugen. Die Fahrzeuge in der Halle ohne jegliche Abgasabsaugung haben ringsum nur wenige Zentimeter Abstand bei der Torausfahrt. Es gibt keine Parkplätze und keinen Übungshof für die freiwilligen Feuerwehrangehörigen, die jährlich zu circa 100 Einsätzen im Stadtgebiet ausrücken müssen.Wir fordern die Stadtverwaltung auf, nach einem geeigneten Standort zu suchen und die Neubau-Planung für eine modernes Gerätehaus für die Untertürkheimer Freiwillige Feuerwehr schnellstmöglich zu beginnen.Diese Aktion wird vom Bezirksbeirat Untertürkheim und der Arbeitsgemeinschaft Untertürkheimer Vereine sowie vielen Stadträten voll unterstützt.",,-51,295,,,,,source_files/buergerhaushalt_12.html,"Sicherheit, Ordnung"
Buslinie 52 und 56 vom Wilhelmsplatz Bad Cannstatt kommend den Gleisbereich der U13/U16 über die Rosensteinbrücke nutzen,52161,Gast,"
        Bad Cannstatt      ",2019.0,Weitere,Ausgabe,1687.0,,"In der Hauptverkehrszeit, vor allem nachmittags/abends und bei Veranstaltungen im Stadion oder der Schleyerhalle/Porschearena kommt der Linienbus 52/56 von der Badstraße kommend  nur sehr schwierig in die Autofahrspur über die Brücke hinein. Ist der Bus endlich in der Fahrspur, benötigt dieser oftmals 3 bis 4 Ampelphasen und mehr, bis er zur Haltestelle Rosensteinbrücke abbiegen kann. Dadurch kann der Fahrplan nicht mehr eingehalten werden und es kommt zu erheblichen Fahrplanabweichungen. Könnte der Bus den Gleisbereich der Straßenbahn nutzen, sowie auch die Polizei, Krankenwagen mit Sondersignal, könnte der Fahrplan eingehalten werden. Es gibt dann auch keine negative Schlagzeilen über die Unpünktlichkeiten der Linien von der SSB. Eine zusätzliche Ampel für den Linienbus an den Ampelmast und Ampel der Linie U13/16 anzubringen dürfte kein Problem oder mit allzugroßem Aufwand machbar sein.",,-62,295,,,,,source_files/buergerhaushalt_12.html,"Busse, Bahnen (ÖPNV)"
Sicherheit für Torwiesenschüler gewährleisten,52383,Gast,"
        Stuttgart-Süd      ",2019.0,Fußgänger,Ausgabe,1688.0,,"Die Torwiesenschule ist eine inklusiv orientierte Schule der Diakonie Stetten, die neben der Grundschule auch Realschule, SBBZ und einen Schulhort umfasst. Prinzipiell ist sie verkehrsgünstig zwischen zwei U-Bahn-Stationen gelegen. Allerdings führt der Weg von der einen Station (Südheimer Platz) direkt an den Gleisen Richtung U-Bahn-Depot entlang, der Weg von der anderen Richtung (Heslach/Vogelrain) führt nach dem Bahnübergang über zwei Straßen. Die Parksituation vor Schule, einem mehrstöckigen Geschäftshaus und dem Parkplatz nebenan sowie im unteren Bereich die Nähe zum Bahnübergang, den Autofahrer gerne besonders schnell überqueren wollen, birgt durch die Unübersichtlichkeit erhebliche Gefahren für die Kinder auf dem Schulweg. Die Schulkinder (von der U9 her kommend) müssen ihren Weg suchen über Gleise, vorbei an wendenden Elterntaxis und Angestellten auf Parkplatzsuche.Eine große Verbesserung wären einige wenige Maßnahmen zwischen der Haltestelle Heslach/Vogelrain bis hoch zur Schule. Eine Fußgängerampel unten am Bahnübergang und die Sperrung des letzten Abschnitts der Vogelrainstraße für Autos (die ohnehin meist nur zum Wenden genutzt wird) beispielsweise würden hier erheblich zur Sicherheit beitragen.Ein sicherer, allein bewältigter Schulweg wiederum stärkt SchülerInnen auf dem Weg in die Selbständigkeit und ermöglicht es (gerade den Grundschul-) Eltern, den Nachwuchs unbesorgt allein losziehen zu lassen und auf die Fahrt zur Schule zu verzichten.",,-67,295,,,,,source_files/buergerhaushalt_12.html,Verkehr
Ganztägige U-Bahn von Stammheim nach Mönchfeld ermöglichen,52411,sinus,"
        Stuttgart (gesamt)      ",2019.0,Taktung,Ausgabe,1689.0,,"Morgens fährt eine extra Bahn für SchülerInnen von Stammheim zu den Schulstandorten in Rot/Freiberg. Da ist sinnvoll und wichtig zur Entlastung der U15. Da SchülerInnen wegen flexiblen Schulzeiten ganztägig unterwegs sind, und die Verbindung Stammheim -Zuffenhausen (Unterländerstraße) viel benutzt wird, besteht ein ganztägiger Bedarf. Ein Stadtbahnzug ist morgens sowieso im Betrieb, der Aufwand genau einen Zug ganztägig einzusetzen ist somit überschaubar.",,-70,295,,,,,source_files/buergerhaushalt_12.html,"Busse, Bahnen (ÖPNV)"
Weitere Sitzbänke auf dem Lemberg errichten,53158,Lesetiger,"
        Weilimdorf      ",2019.0,Sitzbänke,Ausgabe,1690.0,,"Auf dem Höhenweg des Lemberg sind neue Bänke aufgestellt, die Bänke an den alten Standorten fehlen. Falls noch nicht geplant, schlage ich weitere Bänke vor.",,-71,295,,,,,source_files/buergerhaushalt_12.html,"Grünflächen, Wald, Friedhöfe"
Toilette für Spielplatz Alter Friedhof in Untertürkheim anschaffen,52110,Barbara Lohse,"
        Untertürkheim      ",2019.0,öffentliche Toiletten,Ausgabe,1691.0,,"Der Spielplatz Am alten Friedhof wird rege auch von Kindern der umliegenden Kitas und der Schule genutzt. Die Kindern haben keine Möglichkeit, eine Toilette aufzusuchen, so dass sie - auch auf Rat der begleitenden Personen - zum wildpinkeln aufgefordert werden. Nun ist es kein Geheimnis, dass es bei Kindern pressiert, wenn sie ""müssen"". Der Weg zur Kita oder Schule ist dann viel zu weit. So hat sich im unteren Teil des Geländes hinter dem Mahnmal eine Pinkelecke etabliert. Dieser Zustand stinkt zum Himmel. Darüber hinaus ist Kindern wohl kaum zu erklären, warum sie ihre Notdurft in der Öffentlichkeit verrichten dürfen, wenn sie klein sind - nicht aber, wenn sie älter geworden sind.Dieses Anliegen habe ich bereits über eine Gelbe Karte vorgebracht. Die Antwort darauf war enttäuschend und ließ nicht darauf hoffen, sich um eine Abhilfe zu bemühen.Immerhin gab es die Information, dass es in Stuttgart einen Spielplatz mit einer Toilette gibt. Dies sollte kein Einzelfall bleiben.",,-79,295,,,,,source_files/buergerhaushalt_12.html,"Abfall, Sauberkeit"
Fußgängerinsel Heilbronnerstr/Wolframstr verbreitern,51965,cocoverde,"
        Stuttgart-Nord      ",2019.0,Radverkehr,Ausgabe,1692.0,,"Beim Neubau wurde die Fußgängerinsel auf der Wolframstr. zu schmal geplant. Die Fußgängerinsel soll so verbreitert werden, dass auch Fahrräder mit Anhänger genügend Platz finden.An dieser Stelle wurden vom Amt für öffentliche Ordnung Fahrverbote für Radfahrer auf der Straße ausgesprochen. Radfahrer sind also gezwungen hier den Gehweg zu nutzen. Die Insel ist aber zu schmal dafür. Mit Kinderwagenanhänger klappt das nur, wenn keine Fußgänger drauf sind. Mit Lastenrad und Anhänger ist es völlig unmöglich. Ein Teil ragt auf die Straße. Die Kreuzung wurde erst neu gestaltet, aber ohne die Interessen von Fußgängern und Radfahrern ausreichend zu berücksichtigen.",,-84,295,,,,,source_files/buergerhaushalt_12.html,Verkehr
Strassenbeleuchtung in Neuwirtshaus mit Bewegungsmeldern austatten,50238,b19635,"
        Zuffenhausen      ",2019.0,Energie sparen,Ausgabe,1693.0,,In unserer Siedlung brennt die Strassenbeleuchtung ohne Bedarf bis in den Morgen. Mein Vorschlag: Bewegungsmelder an jeder einzelnen Lampe und Solarzellen für die Stromversorung anbringen.,,-94,295,,,,,source_files/buergerhaushalt_12.html,"Energie, Umwelt"
Bessere Beschilderung für verkehrsberuhigte Straßen aufstellen,50674,AnnetteS,"
        Stuttgart-West      ",2019.0,Verkehrskontrolle,Ausgabe,1694.0,,"Im Stuttgarter Westen gibt es einige verkehrsberuhigte Straßen. Kaum ein Autofahrer oder gar Fahrradfahrer hält sich an das Tempolimit von Tempo 7 oder kennt seine Wartepflicht beim Ausfahren der verkehrsberuhigten Straße. Zudem haben Fußgänger ein Recht auf Nutzung der gesamten Straßenbreite, Kinderspiele sind ebenfalls überall erlaubt, sodass Fußgänger durch Fahrzeugführer nicht behindert werden dürfen, diese müssten vielleicht sogar warten.Ich spreche mich dafür aus, die Beschilderung zu verbessern, Straßenmarkierungen anzubringen und Tempoanzeigen aufzustellen. Vermehrte Blitzer-Aktionen könnten ebenfalls zu einer Aufklärung führen.",,-103,295,,,,,source_files/buergerhaushalt_12.html,Verkehr
Digitale Erfassung und Verarbeitung von Ordnungswidrigkeiten,51719,Philipo,"
        Stuttgart (gesamt)      ",2019.0,Verwaltung,Sparidee,1695.0,,"Wie bereits in einigen anderen Städten in Baden-Württemberg (unter anderem Heidelberg, Karlsruhe, Mannheim) wäre es auch in Stuttgart sinnvoll, wenn man Ordnungswidrigkeiten digital erfassen und bearbeiten könnte. Es gibt unter anderem die Software OwiGo, die eine mobile Erfassung und automatisierte Bearbeitung ermöglicht.So könnten die Verfahren beschleunigt und die Bearbeitung günstiger erfolgen.",,-128,295,,,,,source_files/buergerhaushalt_12.html,Verwaltung
Direktanbindung B10 Wangen zum Flughafenzubringer schaffen,50332,Gast,"
        Stuttgart-Ost      ",2019.0,Straßenbau,Ausgabe,1696.0,,"Es sollte eine direkte Straße (Tunnel) von der B10 auf Höhe Wangen/Hedelfingen bis zum Flughafenzubringer geben. Dadurch würden Birkach, Sillenbuch, Heumaden, Hedelfingen sehr vom Durchgangsverkehr entlastet.",,-148,295,,,,,source_files/buergerhaushalt_12.html,Verkehr
Tempo 40 auf Gefällstraßen abschaffen - für die Umwelt,50691,Gast,"
        Stuttgart (gesamt)      ",2019.0,"Tempo 20, 30, 40, 50",kostenneutral,1697.0,,"Bei einem Tempolimit auf Gefällstrecken (z.B. Jahnstraße/Fernsehturm-Stadtmitte) muss ständig abgebremst werden oder mit einer hohen Drehzahl in einem niedrigeren Gang gefahren werden. Beides belastet die Umwelt mehr, als in ""normalem"" Tempo zu fahren, da erhöhter Bremsklotzabrieb oder erhöhte Abgase die Umwelt zusätzlich belasten. Also: Tempolimit nur dort, wo dies ohne zusätzlichen Umweltschaden sinnvoll ist.",,-248,295,,,,,source_files/buergerhaushalt_12.html,Verkehr
